C:\Users\vinay\Downloads\video_pexels\videos\tensorflow\nanoGPTswiGLUV2\train.py:209: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
C:\Users\vinay\Downloads\video_pexels\videos\venv\Lib\site-packages\torch\amp\grad_scaler.py:136: UserWarning: torch.cuda.amp.GradScaler is enabled, but CUDA is not available.  Disabling.
  warnings.warn(
Overriding config with config/train_shakespeare_char.py:
# train a miniature character-level shakespeare model
# good for debugging and playing on macbooks and such

out_dir = 'out-shakespeare-char'
eval_interval = 250 # keep frequent because we'll overfit
eval_iters = 200
log_interval = 10 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like
wandb_project = 'shakespeare-char'
wandb_run_name = 'mini-gpt'

dataset = 'shakespeare_char'
gradient_accumulation_steps = 1
batch_size = 64
block_size = 256 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 6
n_head = 6
n_embd = 384
dropout = 0.2

learning_rate = 1e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 100 # not super necessary potentially

# on macbook also add
# device = 'cpu'  # run on cpu only
# compile = False # do not torch compile the model

Overriding: device = cpu
Overriding: compile = False
Overriding: eval_iters = 100
Overriding: log_interval = 1
Overriding: block_size = 128
Overriding: batch_size = 24
Overriding: n_layer = 6
Overriding: n_head = 6
Overriding: n_embd = 192
Overriding: max_iters = 4000
Overriding: lr_decay_iters = 4000
Overriding: dropout = 0.0
tokens per iteration will be: 3,072
found vocab_size = 65 (inside data\shakespeare_char\meta.pkl)
Initializing a new model from scratch
number of parameters: 2.67M
num decayed parameter tensors: 26, with 2,691,264 parameters
num non-decayed parameter tensors: 13, with 2,496 parameters
iter 2442: loss 1.2223, time 565.91ms, mfu 0.03%
iter 2443: loss 1.2272, time 559.91ms, mfu 0.03%
iter 2444: loss 1.2316, time 581.02ms, mfu 0.03%
iter 2445: loss 1.2002, time 567.71ms, mfu 0.03%
iter 2446: loss 1.2730, time 584.90ms, mfu 0.03%
iter 2447: loss 1.2297, time 564.27ms, mfu 0.03%
iter 2448: loss 1.1940, time 562.82ms, mfu 0.03%
iter 2449: loss 1.2121, time 573.00ms, mfu 0.03%
iter 2450: loss 1.2031, time 562.17ms, mfu 0.03%
iter 2451: loss 1.2146, time 568.04ms, mfu 0.03%
iter 2452: loss 1.2356, time 570.80ms, mfu 0.03%
iter 2453: loss 1.2321, time 567.99ms, mfu 0.03%
iter 2454: loss 1.1992, time 563.57ms, mfu 0.03%
iter 2455: loss 1.2156, time 569.57ms, mfu 0.03%
iter 2456: loss 1.2351, time 555.90ms, mfu 0.03%
iter 2457: loss 1.2347, time 558.45ms, mfu 0.03%
iter 2458: loss 1.2365, time 564.01ms, mfu 0.03%
iter 2459: loss 1.2277, time 568.20ms, mfu 0.03%
iter 2460: loss 1.2686, time 566.88ms, mfu 0.03%
iter 2461: loss 1.2104, time 568.14ms, mfu 0.03%
iter 2462: loss 1.2531, time 563.39ms, mfu 0.03%
iter 2463: loss 1.2216, time 557.62ms, mfu 0.03%
iter 2464: loss 1.2393, time 552.27ms, mfu 0.03%
iter 2465: loss 1.2510, time 574.13ms, mfu 0.03%
iter 2466: loss 1.3072, time 570.14ms, mfu 0.03%
iter 2467: loss 1.2554, time 562.67ms, mfu 0.03%
iter 2468: loss 1.2440, time 564.34ms, mfu 0.03%
iter 2469: loss 1.2872, time 562.48ms, mfu 0.03%
iter 2470: loss 1.2492, time 566.71ms, mfu 0.03%
iter 2471: loss 1.3413, time 558.05ms, mfu 0.03%
iter 2472: loss 1.2236, time 559.16ms, mfu 0.03%
iter 2473: loss 1.2435, time 566.10ms, mfu 0.03%
iter 2474: loss 1.2296, time 543.87ms, mfu 0.03%
iter 2475: loss 1.2186, time 558.98ms, mfu 0.03%
iter 2476: loss 1.2698, time 558.22ms, mfu 0.03%
iter 2477: loss 1.1770, time 560.58ms, mfu 0.03%
iter 2478: loss 1.2883, time 568.66ms, mfu 0.03%
iter 2479: loss 1.2850, time 551.76ms, mfu 0.03%
iter 2480: loss 1.2421, time 537.29ms, mfu 0.03%
iter 2481: loss 1.2822, time 568.91ms, mfu 0.03%
iter 2482: loss 1.2514, time 562.46ms, mfu 0.03%
iter 2483: loss 1.2683, time 545.68ms, mfu 0.03%
iter 2484: loss 1.1970, time 562.96ms, mfu 0.03%
iter 2485: loss 1.2512, time 558.97ms, mfu 0.03%
iter 2486: loss 1.1591, time 541.76ms, mfu 0.03%
iter 2487: loss 1.3115, time 536.46ms, mfu 0.03%
iter 2488: loss 1.2315, time 571.12ms, mfu 0.03%
iter 2489: loss 1.2689, time 537.52ms, mfu 0.03%
iter 2490: loss 1.2251, time 570.20ms, mfu 0.03%
iter 2491: loss 1.1759, time 566.59ms, mfu 0.03%
iter 2492: loss 1.2307, time 545.25ms, mfu 0.03%
iter 2493: loss 1.2723, time 552.29ms, mfu 0.03%
iter 2494: loss 1.2626, time 570.93ms, mfu 0.03%
iter 2495: loss 1.2291, time 560.66ms, mfu 0.03%
iter 2496: loss 1.2524, time 555.12ms, mfu 0.03%
iter 2497: loss 1.2167, time 548.90ms, mfu 0.03%
iter 2498: loss 1.2470, time 561.30ms, mfu 0.03%
iter 2499: loss 1.2712, time 540.79ms, mfu 0.03%
step 2500: train loss 1.2297, val loss 1.5153
saving checkpoint to out-shakespeare-char
iter 2500: loss 1.2158, time 37842.64ms, mfu 0.03%
iter 2501: loss 1.2989, time 569.03ms, mfu 0.03%
iter 2502: loss 1.2184, time 550.79ms, mfu 0.03%
iter 2503: loss 1.2493, time 553.78ms, mfu 0.03%
iter 2504: loss 1.2310, time 567.96ms, mfu 0.03%
iter 2505: loss 1.2521, time 554.40ms, mfu 0.03%
iter 2506: loss 1.2489, time 552.92ms, mfu 0.03%
iter 2507: loss 1.2539, time 569.65ms, mfu 0.03%
iter 2508: loss 1.1946, time 554.53ms, mfu 0.03%
iter 2509: loss 1.2197, time 555.70ms, mfu 0.03%
iter 2510: loss 1.2647, time 569.20ms, mfu 0.03%
iter 2511: loss 1.2936, time 554.80ms, mfu 0.03%
iter 2512: loss 1.2137, time 553.14ms, mfu 0.03%
iter 2513: loss 1.2259, time 564.90ms, mfu 0.03%
iter 2514: loss 1.2443, time 561.18ms, mfu 0.03%
iter 2515: loss 1.2223, time 553.19ms, mfu 0.03%
iter 2516: loss 1.3029, time 562.21ms, mfu 0.03%
iter 2517: loss 1.2213, time 570.60ms, mfu 0.03%
iter 2518: loss 1.2152, time 539.78ms, mfu 0.03%
iter 2519: loss 1.1954, time 583.00ms, mfu 0.03%
iter 2520: loss 1.2476, time 568.96ms, mfu 0.03%
iter 2521: loss 1.2314, time 548.04ms, mfu 0.03%
iter 2522: loss 1.2341, time 556.48ms, mfu 0.03%
iter 2523: loss 1.1867, time 552.65ms, mfu 0.03%
iter 2524: loss 1.2002, time 562.27ms, mfu 0.03%
iter 2525: loss 1.1817, time 555.24ms, mfu 0.03%
iter 2526: loss 1.2653, time 552.13ms, mfu 0.03%
iter 2527: loss 1.2261, time 557.49ms, mfu 0.03%
iter 2528: loss 1.1756, time 554.28ms, mfu 0.03%
iter 2529: loss 1.1772, time 544.37ms, mfu 0.03%
iter 2530: loss 1.2295, time 559.83ms, mfu 0.03%
iter 2531: loss 1.1672, time 563.21ms, mfu 0.03%
iter 2532: loss 1.2022, time 548.71ms, mfu 0.03%
iter 2533: loss 1.2064, time 547.61ms, mfu 0.03%
iter 2534: loss 1.2764, time 559.39ms, mfu 0.03%
iter 2535: loss 1.2288, time 562.89ms, mfu 0.03%
iter 2536: loss 1.1723, time 557.95ms, mfu 0.03%
iter 2537: loss 1.1783, time 542.18ms, mfu 0.03%
iter 2538: loss 1.2050, time 560.43ms, mfu 0.03%
iter 2539: loss 1.2303, time 559.04ms, mfu 0.03%
iter 2540: loss 1.2682, time 544.35ms, mfu 0.03%
iter 2541: loss 1.2860, time 567.33ms, mfu 0.03%
iter 2542: loss 1.2347, time 560.80ms, mfu 0.03%
iter 2543: loss 1.1472, time 554.76ms, mfu 0.03%
iter 2544: loss 1.1531, time 565.23ms, mfu 0.03%
iter 2545: loss 1.2701, time 562.08ms, mfu 0.03%
iter 2546: loss 1.2512, time 544.57ms, mfu 0.03%
iter 2547: loss 1.2085, time 562.05ms, mfu 0.03%
iter 2548: loss 1.2202, time 577.15ms, mfu 0.03%
iter 2549: loss 1.2822, time 544.28ms, mfu 0.03%
iter 2550: loss 1.2175, time 546.32ms, mfu 0.03%
iter 2551: loss 1.1922, time 576.39ms, mfu 0.03%
iter 2552: loss 1.2194, time 546.98ms, mfu 0.03%
iter 2553: loss 1.1805, time 568.56ms, mfu 0.03%
iter 2554: loss 1.2184, time 562.82ms, mfu 0.03%
iter 2555: loss 1.2180, time 547.74ms, mfu 0.03%
iter 2556: loss 1.2346, time 558.02ms, mfu 0.03%
iter 2557: loss 1.2504, time 589.87ms, mfu 0.03%
iter 2558: loss 1.2520, time 542.44ms, mfu 0.03%
iter 2559: loss 1.2270, time 565.77ms, mfu 0.03%
iter 2560: loss 1.2067, time 562.32ms, mfu 0.03%
iter 2561: loss 1.2069, time 560.46ms, mfu 0.03%
iter 2562: loss 1.2926, time 556.24ms, mfu 0.03%
iter 2563: loss 1.1639, time 565.63ms, mfu 0.03%
iter 2564: loss 1.2442, time 559.51ms, mfu 0.03%
iter 2565: loss 1.2657, time 561.04ms, mfu 0.03%
iter 2566: loss 1.2541, time 555.76ms, mfu 0.03%
iter 2567: loss 1.2025, time 548.09ms, mfu 0.03%
iter 2568: loss 1.2843, time 556.92ms, mfu 0.03%
iter 2569: loss 1.2278, time 562.31ms, mfu 0.03%
iter 2570: loss 1.2484, time 545.15ms, mfu 0.03%
iter 2571: loss 1.1800, time 570.30ms, mfu 0.03%
iter 2572: loss 1.2232, time 570.81ms, mfu 0.03%
iter 2573: loss 1.1971, time 566.83ms, mfu 0.03%
iter 2574: loss 1.2377, time 572.33ms, mfu 0.03%
iter 2575: loss 1.2025, time 568.59ms, mfu 0.03%
iter 2576: loss 1.2571, time 566.48ms, mfu 0.03%
iter 2577: loss 1.2469, time 555.38ms, mfu 0.03%
iter 2578: loss 1.2292, time 556.16ms, mfu 0.03%
iter 2579: loss 1.2236, time 567.12ms, mfu 0.03%
iter 2580: loss 1.2155, time 564.33ms, mfu 0.03%
iter 2581: loss 1.1804, time 580.79ms, mfu 0.03%
iter 2582: loss 1.2157, time 549.99ms, mfu 0.03%
iter 2583: loss 1.1996, time 565.96ms, mfu 0.03%
iter 2584: loss 1.2573, time 572.94ms, mfu 0.03%
iter 2585: loss 1.2222, time 558.47ms, mfu 0.03%
iter 2586: loss 1.2524, time 569.00ms, mfu 0.03%
iter 2587: loss 1.2244, time 572.09ms, mfu 0.03%
iter 2588: loss 1.2713, time 571.43ms, mfu 0.03%
iter 2589: loss 1.1835, time 559.91ms, mfu 0.03%
iter 2590: loss 1.2375, time 551.39ms, mfu 0.03%
iter 2591: loss 1.2979, time 570.00ms, mfu 0.03%
iter 2592: loss 1.2401, time 556.52ms, mfu 0.03%
iter 2593: loss 1.2320, time 559.49ms, mfu 0.03%
iter 2594: loss 1.2368, time 556.70ms, mfu 0.03%
iter 2595: loss 1.2654, time 553.75ms, mfu 0.03%
iter 2596: loss 1.2465, time 568.86ms, mfu 0.03%
iter 2597: loss 1.2265, time 561.38ms, mfu 0.03%
iter 2598: loss 1.2650, time 571.09ms, mfu 0.03%
iter 2599: loss 1.2009, time 557.17ms, mfu 0.03%
iter 2600: loss 1.2333, time 563.91ms, mfu 0.03%
iter 2601: loss 1.2482, time 564.77ms, mfu 0.03%
iter 2602: loss 1.2797, time 569.87ms, mfu 0.03%
iter 2603: loss 1.2858, time 568.23ms, mfu 0.03%
iter 2604: loss 1.2182, time 562.16ms, mfu 0.03%
iter 2605: loss 1.1850, time 558.83ms, mfu 0.03%
iter 2606: loss 1.2518, time 560.38ms, mfu 0.03%
iter 2607: loss 1.2189, time 569.81ms, mfu 0.03%
iter 2608: loss 1.1534, time 566.73ms, mfu 0.03%
iter 2609: loss 1.1763, time 559.22ms, mfu 0.03%
iter 2610: loss 1.2077, time 565.41ms, mfu 0.03%
iter 2611: loss 1.1719, time 565.10ms, mfu 0.03%
iter 2612: loss 1.2313, time 563.34ms, mfu 0.03%
iter 2613: loss 1.1580, time 567.73ms, mfu 0.03%
iter 2614: loss 1.2450, time 570.04ms, mfu 0.03%
iter 2615: loss 1.2158, time 570.88ms, mfu 0.03%
iter 2616: loss 1.2767, time 575.44ms, mfu 0.03%
iter 2617: loss 1.1684, time 562.93ms, mfu 0.03%
iter 2618: loss 1.2775, time 582.29ms, mfu 0.03%
iter 2619: loss 1.1903, time 557.48ms, mfu 0.03%
iter 2620: loss 1.1673, time 553.82ms, mfu 0.03%
iter 2621: loss 1.2278, time 568.45ms, mfu 0.03%
iter 2622: loss 1.1987, time 554.98ms, mfu 0.03%
iter 2623: loss 1.1950, time 561.38ms, mfu 0.03%
iter 2624: loss 1.1999, time 560.76ms, mfu 0.03%
iter 2625: loss 1.2187, time 571.32ms, mfu 0.03%
iter 2626: loss 1.2357, time 561.82ms, mfu 0.03%
iter 2627: loss 1.1805, time 559.25ms, mfu 0.03%
iter 2628: loss 1.2268, time 566.27ms, mfu 0.03%
iter 2629: loss 1.1866, time 564.50ms, mfu 0.03%
iter 2630: loss 1.2343, time 557.89ms, mfu 0.03%
iter 2631: loss 1.2386, time 559.74ms, mfu 0.03%
iter 2632: loss 1.1653, time 567.30ms, mfu 0.03%
iter 2633: loss 1.2320, time 555.19ms, mfu 0.03%
iter 2634: loss 1.2159, time 569.46ms, mfu 0.03%
iter 2635: loss 1.2417, time 568.42ms, mfu 0.03%
iter 2636: loss 1.2152, time 568.22ms, mfu 0.03%
iter 2637: loss 1.2392, time 555.96ms, mfu 0.03%
iter 2638: loss 1.1600, time 553.94ms, mfu 0.03%
iter 2639: loss 1.1821, time 570.63ms, mfu 0.03%
iter 2640: loss 1.1231, time 555.24ms, mfu 0.03%
iter 2641: loss 1.1142, time 568.66ms, mfu 0.03%
iter 2642: loss 1.2269, time 579.43ms, mfu 0.03%
iter 2643: loss 1.2402, time 543.42ms, mfu 0.03%
iter 2644: loss 1.2450, time 572.50ms, mfu 0.03%
iter 2645: loss 1.2177, time 560.75ms, mfu 0.03%
iter 2646: loss 1.2537, time 559.32ms, mfu 0.03%
iter 2647: loss 1.2179, time 572.01ms, mfu 0.03%
iter 2648: loss 1.2202, time 580.99ms, mfu 0.03%
iter 2649: loss 1.2780, time 549.94ms, mfu 0.03%
iter 2650: loss 1.1945, time 562.33ms, mfu 0.03%
iter 2651: loss 1.2289, time 562.76ms, mfu 0.03%
iter 2652: loss 1.2226, time 553.10ms, mfu 0.03%
iter 2653: loss 1.1868, time 570.58ms, mfu 0.03%
iter 2654: loss 1.2103, time 577.97ms, mfu 0.03%
iter 2655: loss 1.2595, time 560.64ms, mfu 0.03%
iter 2656: loss 1.1530, time 574.96ms, mfu 0.03%
iter 2657: loss 1.1769, time 553.30ms, mfu 0.03%
iter 2658: loss 1.1470, time 549.17ms, mfu 0.03%
iter 2659: loss 1.2016, time 553.73ms, mfu 0.03%
iter 2660: loss 1.2459, time 573.31ms, mfu 0.03%
iter 2661: loss 1.2028, time 556.14ms, mfu 0.03%
iter 2662: loss 1.2173, time 567.02ms, mfu 0.03%
iter 2663: loss 1.2113, time 578.74ms, mfu 0.03%
iter 2664: loss 1.2517, time 566.37ms, mfu 0.03%
iter 2665: loss 1.1997, time 574.68ms, mfu 0.03%
iter 2666: loss 1.2228, time 564.40ms, mfu 0.03%
iter 2667: loss 1.2491, time 567.37ms, mfu 0.03%
iter 2668: loss 1.2577, time 570.37ms, mfu 0.03%
iter 2669: loss 1.2084, time 571.57ms, mfu 0.03%
iter 2670: loss 1.1870, time 551.93ms, mfu 0.03%
iter 2671: loss 1.2196, time 568.07ms, mfu 0.03%
iter 2672: loss 1.2003, time 566.54ms, mfu 0.03%
iter 2673: loss 1.3076, time 558.18ms, mfu 0.03%
iter 2674: loss 1.2050, time 564.27ms, mfu 0.03%
iter 2675: loss 1.2197, time 561.12ms, mfu 0.03%
iter 2676: loss 1.2310, time 564.37ms, mfu 0.03%
iter 2677: loss 1.2320, time 554.50ms, mfu 0.03%
iter 2678: loss 1.2633, time 572.29ms, mfu 0.03%
iter 2679: loss 1.2172, time 563.95ms, mfu 0.03%
iter 2680: loss 1.1969, time 556.65ms, mfu 0.03%
iter 2681: loss 1.2328, time 573.10ms, mfu 0.03%
iter 2682: loss 1.1999, time 561.02ms, mfu 0.03%
iter 2683: loss 1.2106, time 554.57ms, mfu 0.03%
iter 2684: loss 1.2396, time 564.23ms, mfu 0.03%
iter 2685: loss 1.2716, time 559.29ms, mfu 0.03%
iter 2686: loss 1.2888, time 551.65ms, mfu 0.03%
iter 2687: loss 1.2919, time 553.80ms, mfu 0.03%
iter 2688: loss 1.2480, time 559.22ms, mfu 0.03%
iter 2689: loss 1.1737, time 551.06ms, mfu 0.03%
iter 2690: loss 1.1930, time 565.05ms, mfu 0.03%
iter 2691: loss 1.2562, time 562.68ms, mfu 0.03%
iter 2692: loss 1.2424, time 551.10ms, mfu 0.03%
iter 2693: loss 1.1585, time 563.13ms, mfu 0.03%
iter 2694: loss 1.1873, time 559.39ms, mfu 0.03%
iter 2695: loss 1.1637, time 568.63ms, mfu 0.03%
iter 2696: loss 1.1530, time 551.34ms, mfu 0.03%
iter 2697: loss 1.2047, time 571.13ms, mfu 0.03%
iter 2698: loss 1.2686, time 547.34ms, mfu 0.03%
iter 2699: loss 1.1839, time 554.05ms, mfu 0.03%
iter 2700: loss 1.2060, time 552.91ms, mfu 0.03%
iter 2701: loss 1.2173, time 554.04ms, mfu 0.03%
iter 2702: loss 1.1630, time 560.88ms, mfu 0.03%
iter 2703: loss 1.2169, time 561.95ms, mfu 0.03%
iter 2704: loss 1.1987, time 554.97ms, mfu 0.03%
iter 2705: loss 1.2186, time 554.41ms, mfu 0.03%
iter 2706: loss 1.2729, time 557.32ms, mfu 0.03%
iter 2707: loss 1.2067, time 565.99ms, mfu 0.03%
iter 2708: loss 1.1714, time 560.23ms, mfu 0.03%
iter 2709: loss 1.2486, time 564.92ms, mfu 0.03%
iter 2710: loss 1.1576, time 555.50ms, mfu 0.03%
iter 2711: loss 1.2374, time 547.37ms, mfu 0.03%
iter 2712: loss 1.2282, time 581.20ms, mfu 0.03%
iter 2713: loss 1.2040, time 558.95ms, mfu 0.03%
iter 2714: loss 1.2058, time 551.70ms, mfu 0.03%
iter 2715: loss 1.2114, time 562.76ms, mfu 0.03%
iter 2716: loss 1.2566, time 563.44ms, mfu 0.03%
iter 2717: loss 1.2115, time 558.10ms, mfu 0.03%
iter 2718: loss 1.2020, time 562.45ms, mfu 0.03%
iter 2719: loss 1.2063, time 553.21ms, mfu 0.03%
iter 2720: loss 1.1961, time 554.19ms, mfu 0.03%
iter 2721: loss 1.2192, time 552.98ms, mfu 0.03%
iter 2722: loss 1.1451, time 552.25ms, mfu 0.03%
iter 2723: loss 1.2004, time 553.42ms, mfu 0.03%
iter 2724: loss 1.1145, time 561.32ms, mfu 0.03%
iter 2725: loss 1.2739, time 545.01ms, mfu 0.03%
iter 2726: loss 1.1729, time 550.90ms, mfu 0.03%
iter 2727: loss 1.2427, time 555.13ms, mfu 0.03%
iter 2728: loss 1.2272, time 561.20ms, mfu 0.03%
iter 2729: loss 1.1342, time 561.65ms, mfu 0.03%
iter 2730: loss 1.1967, time 550.81ms, mfu 0.03%
iter 2731: loss 1.1766, time 570.55ms, mfu 0.03%
iter 2732: loss 1.1947, time 552.78ms, mfu 0.03%
iter 2733: loss 1.2671, time 555.91ms, mfu 0.03%
iter 2734: loss 1.1924, time 566.83ms, mfu 0.03%
iter 2735: loss 1.2054, time 557.98ms, mfu 0.03%
iter 2736: loss 1.2484, time 547.33ms, mfu 0.03%
iter 2737: loss 1.1643, time 572.52ms, mfu 0.03%
iter 2738: loss 1.1709, time 551.68ms, mfu 0.03%
iter 2739: loss 1.1971, time 553.69ms, mfu 0.03%
iter 2740: loss 1.2169, time 568.90ms, mfu 0.03%
iter 2741: loss 1.2177, time 554.75ms, mfu 0.03%
iter 2742: loss 1.2119, time 562.61ms, mfu 0.03%
iter 2743: loss 1.2034, time 572.93ms, mfu 0.03%
iter 2744: loss 1.1880, time 539.54ms, mfu 0.03%
iter 2745: loss 1.2216, time 569.87ms, mfu 0.03%
iter 2746: loss 1.1788, time 555.84ms, mfu 0.03%
iter 2747: loss 1.1727, time 567.69ms, mfu 0.03%
iter 2748: loss 1.2091, time 553.00ms, mfu 0.03%
iter 2749: loss 1.1738, time 551.48ms, mfu 0.03%
step 2750: train loss 1.2027, val loss 1.5295
iter 2750: loss 1.1873, time 37768.87ms, mfu 0.03%
iter 2751: loss 1.2210, time 550.88ms, mfu 0.03%
iter 2752: loss 1.1766, time 562.05ms, mfu 0.03%
iter 2753: loss 1.1561, time 560.07ms, mfu 0.03%
iter 2754: loss 1.1831, time 553.46ms, mfu 0.03%
iter 2755: loss 1.2398, time 562.09ms, mfu 0.03%
iter 2756: loss 1.2151, time 568.79ms, mfu 0.03%
iter 2757: loss 1.2749, time 573.93ms, mfu 0.03%
iter 2758: loss 1.2282, time 564.94ms, mfu 0.03%
iter 2759: loss 1.1979, time 569.75ms, mfu 0.03%
iter 2760: loss 1.1774, time 568.53ms, mfu 0.03%
iter 2761: loss 1.1714, time 569.55ms, mfu 0.03%
iter 2762: loss 1.1718, time 564.72ms, mfu 0.03%
iter 2763: loss 1.1862, time 557.20ms, mfu 0.03%
iter 2764: loss 1.2175, time 562.99ms, mfu 0.03%
iter 2765: loss 1.2257, time 572.23ms, mfu 0.03%
iter 2766: loss 1.2454, time 572.39ms, mfu 0.03%
iter 2767: loss 1.1911, time 563.60ms, mfu 0.03%
iter 2768: loss 1.2069, time 559.38ms, mfu 0.03%
iter 2769: loss 1.1920, time 563.86ms, mfu 0.03%
iter 2770: loss 1.1711, time 553.96ms, mfu 0.03%
iter 2771: loss 1.2095, time 573.52ms, mfu 0.03%
iter 2772: loss 1.2286, time 568.79ms, mfu 0.03%
iter 2773: loss 1.1905, time 557.67ms, mfu 0.03%
iter 2774: loss 1.2420, time 571.40ms, mfu 0.03%
iter 2775: loss 1.2069, time 566.85ms, mfu 0.03%
iter 2776: loss 1.1672, time 555.64ms, mfu 0.03%
iter 2777: loss 1.1926, time 562.16ms, mfu 0.03%
iter 2778: loss 1.1804, time 562.55ms, mfu 0.03%
iter 2779: loss 1.2001, time 568.07ms, mfu 0.03%
iter 2780: loss 1.1927, time 565.73ms, mfu 0.03%
iter 2781: loss 1.1782, time 558.55ms, mfu 0.03%
iter 2782: loss 1.1836, time 553.22ms, mfu 0.03%
iter 2783: loss 1.1406, time 568.16ms, mfu 0.03%
iter 2784: loss 1.2386, time 563.44ms, mfu 0.03%
iter 2785: loss 1.1829, time 565.68ms, mfu 0.03%
iter 2786: loss 1.2426, time 565.49ms, mfu 0.03%
iter 2787: loss 1.1643, time 554.35ms, mfu 0.03%
iter 2788: loss 1.2263, time 558.46ms, mfu 0.03%
iter 2789: loss 1.1906, time 564.57ms, mfu 0.03%
iter 2790: loss 1.2122, time 565.39ms, mfu 0.03%
iter 2791: loss 1.1966, time 559.03ms, mfu 0.03%
iter 2792: loss 1.1963, time 553.29ms, mfu 0.03%
iter 2793: loss 1.0978, time 565.64ms, mfu 0.03%
iter 2794: loss 1.1678, time 557.95ms, mfu 0.03%
iter 2795: loss 1.1905, time 568.59ms, mfu 0.03%
iter 2796: loss 1.1964, time 558.66ms, mfu 0.03%
iter 2797: loss 1.2289, time 559.19ms, mfu 0.03%
iter 2798: loss 1.1303, time 557.46ms, mfu 0.03%
iter 2799: loss 1.2592, time 555.35ms, mfu 0.03%
iter 2800: loss 1.2072, time 558.81ms, mfu 0.03%
iter 2801: loss 1.1838, time 567.20ms, mfu 0.03%
iter 2802: loss 1.2104, time 560.65ms, mfu 0.03%
iter 2803: loss 1.1882, time 547.27ms, mfu 0.03%
iter 2804: loss 1.1864, time 559.06ms, mfu 0.03%
iter 2805: loss 1.1672, time 553.09ms, mfu 0.03%
iter 2806: loss 1.2237, time 569.37ms, mfu 0.03%
iter 2807: loss 1.2240, time 555.45ms, mfu 0.03%
iter 2808: loss 1.1927, time 545.26ms, mfu 0.03%
iter 2809: loss 1.2363, time 571.52ms, mfu 0.03%
iter 2810: loss 1.1776, time 553.99ms, mfu 0.03%
iter 2811: loss 1.1522, time 554.06ms, mfu 0.03%
iter 2812: loss 1.2480, time 556.08ms, mfu 0.03%
iter 2813: loss 1.2298, time 551.60ms, mfu 0.03%
iter 2814: loss 1.2263, time 553.38ms, mfu 0.03%
iter 2815: loss 1.2066, time 555.26ms, mfu 0.03%
iter 2816: loss 1.1954, time 568.21ms, mfu 0.03%
iter 2817: loss 1.2188, time 557.33ms, mfu 0.03%
iter 2818: loss 1.2291, time 552.46ms, mfu 0.03%
iter 2819: loss 1.1496, time 550.52ms, mfu 0.03%
iter 2820: loss 1.2028, time 542.39ms, mfu 0.03%
iter 2821: loss 1.2033, time 569.21ms, mfu 0.03%
iter 2822: loss 1.0903, time 561.69ms, mfu 0.03%
iter 2823: loss 1.2069, time 552.62ms, mfu 0.03%
iter 2824: loss 1.2433, time 568.08ms, mfu 0.03%
iter 2825: loss 1.1595, time 567.28ms, mfu 0.03%
iter 2826: loss 1.1764, time 553.45ms, mfu 0.03%
iter 2827: loss 1.1950, time 559.10ms, mfu 0.03%
iter 2828: loss 1.1581, time 563.95ms, mfu 0.03%
iter 2829: loss 1.2248, time 547.57ms, mfu 0.03%
iter 2830: loss 1.2241, time 559.62ms, mfu 0.03%
iter 2831: loss 1.1459, time 556.12ms, mfu 0.03%
iter 2832: loss 1.1475, time 557.75ms, mfu 0.03%
iter 2833: loss 1.1401, time 551.76ms, mfu 0.03%
iter 2834: loss 1.2113, time 563.50ms, mfu 0.03%
iter 2835: loss 1.2239, time 545.19ms, mfu 0.03%
iter 2836: loss 1.1409, time 560.01ms, mfu 0.03%
iter 2837: loss 1.1856, time 569.82ms, mfu 0.03%
iter 2838: loss 1.2147, time 535.87ms, mfu 0.03%
iter 2839: loss 1.2076, time 574.81ms, mfu 0.03%
iter 2840: loss 1.1631, time 569.86ms, mfu 0.03%
iter 2841: loss 1.1945, time 544.28ms, mfu 0.03%
iter 2842: loss 1.1158, time 562.89ms, mfu 0.03%
iter 2843: loss 1.1615, time 583.42ms, mfu 0.03%
iter 2844: loss 1.1887, time 546.17ms, mfu 0.03%
iter 2845: loss 1.2513, time 557.73ms, mfu 0.03%
iter 2846: loss 1.1743, time 558.32ms, mfu 0.03%
iter 2847: loss 1.2020, time 551.20ms, mfu 0.03%
iter 2848: loss 1.1915, time 572.15ms, mfu 0.03%
iter 2849: loss 1.2029, time 556.05ms, mfu 0.03%
iter 2850: loss 1.2298, time 562.94ms, mfu 0.03%
iter 2851: loss 1.2078, time 567.71ms, mfu 0.03%
iter 2852: loss 1.1820, time 555.63ms, mfu 0.03%
iter 2853: loss 1.2401, time 553.34ms, mfu 0.03%
iter 2854: loss 1.2246, time 555.56ms, mfu 0.03%
iter 2855: loss 1.1761, time 569.94ms, mfu 0.03%
iter 2856: loss 1.2300, time 552.95ms, mfu 0.03%
iter 2857: loss 1.2085, time 569.97ms, mfu 0.03%
